cik,fyear,status_label,3_current_assets,3_total_assets,3_cost_of_goods_sold,3_total_long_term_debt,3_depreciation_and_amortization,3_ebit,3_ebitda,3_gross_profit,3_inventory,3_total_current_liabilities,3_net_income,3_retained_earnings,3_total_receivables,3_total_revenue,3_market_value,3_total_liabilities,3_net_sales,3_total_operating_expenses,2_current_assets,2_total_assets,2_cost_of_goods_sold,2_total_long_term_debt,2_depreciation_and_amortization,2_ebit,2_ebitda,2_gross_profit,2_inventory,2_total_current_liabilities,2_net_income,2_retained_earnings,2_total_receivables,2_total_revenue,2_market_value,2_total_liabilities,2_net_sales,2_total_operating_expenses,1_current_assets,1_total_assets,1_cost_of_goods_sold,1_total_long_term_debt,1_depreciation_and_amortization,1_ebit,1_ebitda,1_gross_profit,1_inventory,1_total_current_liabilities,1_net_income,1_retained_earnings,1_total_receivables,1_total_revenue,1_market_value,1_total_liabilities,1_net_sales,1_total_operating_expenses
C243,2003,alive,1945.879,2525.462,1189.035,275.0,43.57100000000001,74.66,118.231,118.231,0.0,1901.794,29.076,218.615,1327.744,1307.266,925.5328,2269.065,1307.266,1189.035,1561.957,2073.839,1105.528,128.025,41.43,52.75,94.18,94.18,0.0,1656.78,18.255,165.132,1109.029,1199.708,780.9858,1863.705,1199.708,1105.528,1406.029,1899.806,1119.477,128.025,64.882,32.654,97.536,97.536,0.0,1497.547,-24.428,136.175,1028.218,1217.013,842.7719999999997,1727.713,1217.013,1119.477
C244,2001,failed,38.592,92.426,318.393,29.0,8.735,16.137,24.872,93.422,0.0,37.376,1.369,-50.676,21.507,411.815,73.4745,76.11,411.815,386.943,43.947,103.235,306.643,0.0,10.521,28.067,38.588,106.892,0.0,32.064,16.29,-51.977,20.476,413.535,116.3896,41.615,413.535,374.947,24.77,79.793,235.123,0.5529999999999999,6.079,11.835,17.914,78.97800000000002,0.0,25.07,8.079,-68.267,11.31,314.101,100.6678,35.311,314.101,296.187
C245,2004,alive,8.166,10.956,21.708,0.522,0.149,1.376,1.525,11.787,4.2810000000000015,4.503,0.809,4.056,3.599,33.495,5.1002,5.025,33.495,31.97,7.9620000000000015,9.567,20.545,0.6459999999999999,0.172,1.239,1.411,10.543,4.079,3.782,0.72,3.247,3.612,31.088,4.7445,4.428,31.088,29.677,6.904,8.644,20.604,0.86,0.236,1.223,1.459,10.601,4.011,2.817,0.696,2.527,2.702,31.205,2.7121,3.677,31.205,29.746
C246,2005,alive,39.403,131.092,112.373,34.129,4.104,10.369000000000002,14.473,28.789,0.254,16.964000000000002,1.794,-11.645,31.068,141.162,47.5494,55.901,141.162,126.689,23.422,74.922,75.605,5.019,1.729,6.306,8.035,18.812,0.0,18.827,-4.346,-7.412000000000001,18.35,94.417,67.8568,25.97,94.417,86.382,25.531,43.632,55.652,5.432,0.569,3.587,4.1560000000000015,10.474,0.0,8.427,2.7460000000000004,0.713,10.719,66.126,47.5851,13.903,66.126,61.97
C247,2007,alive,243.09,328.704,410.87300000000016,0.0,23.805,-78.90100000000002,-55.096,83.697,29.404,180.575,-96.785,140.68,62.479,494.57,15.1434,187.031,494.57,549.6659999999998,387.774,546.451,1122.554,0.0,24.357,-45.682,-21.325,201.929,115.535,297.504,-53.428,239.342,236.069,1324.483,152.1825,306.906,1324.483,1345.808,407.03,575.031,1086.928,83.6,19.645,15.447,35.092,225.476,128.844,178.687,13.568,301.605,257.942,1312.404,170.7146,278.04200000000003,1312.404,1277.312
C248,2006,alive,160.809,793.067,480.692,211.054,56.22,142.237,198.457,569.487,19.565,227.161,68.098,591.021,90.723,1050.179,1293.7544,480.492,1050.179,851.722,154.575,819.8489999999997,453.422,250.116,53.808,129.375,183.183,529.487,20.397,206.113,75.47800000000002,542.1469999999998,87.318,982.909,1022.72,498.907,982.909,799.7260000000001,139.453,573.7769999999998,361.026,96.3,44.904,105.185,150.089,437.461,16.984,169.56900000000005,55.115,485.825,85.59700000000002,798.487,984.6997,299.186,798.487,648.398
C249,2012,alive,1.87,2.407,8.142000000000001,0.335,0.02,0.196,0.216,1.007,0.8,1.642,0.0819999999999999,0.354,0.5589999999999999,9.149,8.4559,1.977,9.149,8.933,1.5019999999999998,1.599,11.412,0.0,0.006,0.221,0.2269999999999999,0.995,0.198,1.25,0.1009999999999999,0.271,0.654,12.407,16.912,1.25,12.407,12.18,1.295,1.342,10.525,0.0,0.008,0.29,0.298,0.962,0.304,1.091,0.1889999999999999,0.17,0.474,11.487,16.914,1.091,11.487,11.189
C250,2007,failed,269.548,459.852,375.469,114.895,8.641,3.489,12.13,189.401,142.399,82.801,-4.178,57.477,93.465,564.87,142.828,231.815,564.87,552.74,293.13,473.084,395.417,88.315,9.201,20.921,30.122,205.046,146.44,95.145,7.286,86.839,113.688,600.4630000000002,240.703,212.428,600.4630000000002,570.341,315.353,494.645,388.369,94.781,7.311,45.542,52.853,211.916,153.263,98.843,23.555,86.96700000000001,123.058,600.285,272.7397,248.799,600.285,547.432
C251,2006,failed,7.158,11.492,20.181,3.361,0.728,-1.247,-0.519,15.847,6.1770000000000005,6.605,-3.238,-7.742000000000001,0.7170000000000001,36.028,2.0380000000000003,10.487,36.028,36.547,8.618,13.879,22.849,3.5580000000000003,0.7390000000000001,-0.598,0.141,17.595,7.427,5.658,-0.83,-4.46,0.59,40.444,3.4739,9.592,40.444,40.303,8.692,12.799,24.71,1.825,0.6829999999999999,0.758,1.4409999999999998,18.435,7.287000000000001,5.52,1.274,-2.866,0.898,43.145,4.256,7.629,43.145,41.70399999999999
C252,2002,failed,18.404,31.124,23.666,1.135,1.337,1.329,2.6660000000000004,12.161,10.232,9.605,0.505,1.227,5.233,35.827,7.8943,28.17,35.827,33.161,17.102999999999998,32.071,23.219,0.0,1.4269999999999998,1.581,3.008,11.576,9.399,10.102,1.048,3.116,5.206,34.795,3.8811,27.214,34.795,31.787,17.524,33.701,24.237,3.06,1.504,0.506,2.01,11.018,10.925999999999998,9.426,-0.4589999999999999,4.172,4.466,35.255,3.9477,27.741,35.255,33.245
C253,2004,alive,8.816,10.491,20.645,0.0,0.664,-3.304,-2.64,11.345,4.408,6.817,-3.492,-27.22300000000001,2.767,31.99,2.496,22.738000000000003,31.99,34.63,8.097000000000001,10.668,20.281,0.011,0.7440000000000001,-4.259,-3.515,9.889,4.708,6.653,-12.239,-23.731,1.892,30.17,5.4643,19.422,30.17,33.685,8.499,21.456,20.37,0.033,0.928,1.4680000000000002,2.396,16.743,4.189,6.5520000000000005,0.3379999999999999,-0.103,2.007,37.113,3.4405,6.585,37.113,34.717
C254,2006,alive,22.366,27.564,115.711,0.0,0.615,2.436,3.051,25.053,0.0,6.197,1.339,17.410999999999998,17.564,140.764,18.9962,6.4579999999999975,140.764,137.713,22.406,26.455,114.135,0.0,0.336,3.377,3.713,23.322,0.0,6.629,0.536,16.072,18.76,137.457,24.2387,7.061,137.457,133.744,19.669,24.743,97.477,0.0,0.461,1.372,1.833,18.876,0.0,5.8610000000000015,0.883,15.536,16.783,116.353,21.2323,5.978,116.353,114.52
C255,2004,alive,134.075,169.56400000000005,90.536,0.0,5.313,17.375999999999998,22.689,69.138,21.595,17.917,27.511,41.614,26.114,159.674,454.1225,25.423,159.674,136.985,112.386,145.99,63.89,0.0,5.9460000000000015,-5.315,0.631,41.993,22.032,17.074,-11.136,16.53,21.033,105.883,537.1174,27.184,105.883,105.252,123.088,159.471,66.649,0.0,6.388,-22.384,-15.996,33.592,23.946,27.229,-19.418,29.966,25.282,100.241,292.3088,27.229,100.241,116.237
C256,2007,alive,814.3,2678.4,1335.4,762.3,79.0,301.1,380.1,800.8,224.0,534.2,178.9,1587.3,387.0,2136.2,2205.8613,2178.3,2136.2,1756.1,984.5,2808.5,1272.7,959.7,77.9,273.7,351.6,762.6,210.6,629.6,238.7,1324.5,497.4,2035.3,2240.5007,2552.9,2035.3,1683.7,843.4,2568.8,1325.0,1092.3,88.5,231.6,320.1,743.8,185.0,512.4,-41.1,1107.8,317.0,2068.8,1273.9281,2593.5,2068.8,1748.7
C257,2010,alive,134.783,226.614,127.391,12.318,6.938,21.609,28.547,60.732,60.787,47.176,7.013999999999999,54.578,28.705,188.123,213.2215,67.63,188.123,159.576,133.903,228.285,120.203,15.073,8.145,3.845,11.99,42.68600000000001,68.2,52.795,-41.176,47.57100000000001,28.687,162.889,167.1096,76.229,162.889,150.899,138.28,259.418,111.045,11.058,7.266,-5.185,2.081,41.466,81.04899999999998,43.925,-10.345999999999998,90.68,30.345,152.511,214.4589,65.983,152.511,150.43
C258,2001,alive,24.875,94.587,131.724,10.306,3.915,11.239,15.154000000000002,18.735,6.027,19.426,6.164,20.996,12.214,150.459,69.3473,34.712,150.459,135.305,20.093,85.402,98.093,17.433,3.996,3.193,7.189,10.438,4.284,12.839,0.16,14.866,10.436,108.531,40.4425,31.934,108.531,101.342,12.76,80.613,88.176,9.178,3.802,2.655,6.4570000000000025,8.554,5.038,17.201,0.535,14.706,6.999,96.73,30.4981,27.75,96.73,90.273
C259,2002,alive,6.171,17.561,17.985,1.396,1.291,-0.449,0.8420000000000001,7.0820000000000025,3.418,3.722,-0.5,12.547,2.095,25.067,3.2457,11.454,25.067,24.225,6.472,20.395,18.329,1.858,1.279,-0.157,1.122,7.392,3.506,3.383,1.555,15.128,1.592,25.721,3.7518,11.707,25.721,24.599,5.541,19.75,19.491,2.306,1.263,0.306,1.569,8.254,2.925,3.612,0.314,13.608,2.2880000000000003,27.745,3.839,12.582,27.745,26.176
C260,2003,alive,174.21,292.971,354.784,0.542,4.634,-4.949,-0.315,82.89200000000002,49.606,173.53400000000005,-7.455,37.205,101.283,437.676,84.1995,220.315,437.676,437.991,166.578,282.201,302.7290000000001,0.317,3.82,8.488999999999999,12.309,70.167,41.847,161.905,-1.378,45.218,92.85,372.896,87.3889,210.454,372.896,360.587,105.761,145.485,286.512,0.0,4.676,-7.657,-2.9810000000000003,44.62600000000001,12.483,61.385,-8.41,71.726,48.934,331.1380000000001,66.4768,79.883,331.1380000000001,334.119
C261,2005,alive,1720.1,2763.6,4237.1,449.5,34.0,272.4,306.4,1200.6,690.6,764.9,151.7,702.8,727.5,5437.7,3084.09,1367.5,5437.7,5131.3,1586.5,2530.3,3387.3,500.5,23.1,220.9,244.0,1035.3,633.9,671.2,123.7,575.3,679.7,4422.6,2011.5813,1276.4,4422.6,4178.6,1041.0,1881.3,2522.9,368.7,18.0,122.7,140.7,730.5,467.0,437.4,57.7,465.1,528.4,3253.4,1512.1316,869.3,3253.4,3112.7
C262,2001,alive,72.77600000000002,106.387,90.087,22.0,7.391,11.550999999999998,18.942,70.783,9.389,32.204,-24.526,129.695,25.856,160.87,58.3212,69.314,160.87,141.928,88.315,163.532,149.255,54.682,8.604,14.869000000000002,23.47300000000001,99.382,21.823,31.907,1.969,151.204,35.058,248.637,39.9222,101.562,248.637,225.164,97.274,179.62900000000005,143.321,56.647,8.54,17.142,25.682,101.487,20.676,35.851,6.4270000000000005,157.808,33.445,244.808,83.8613,109.114,244.808,219.126
C263,2003,alive,14.968,18.632,8.088,0.0,0.894,0.591,1.485,11.669,4.7810000000000015,2.42,2.162,2.665,2.917,19.757,31.6251,2.42,19.757,18.272,13.772,16.295,7.721,1.0,0.949,1.216,2.165,10.87,5.242000000000001,2.032,1.257,0.2739999999999999,2.786,18.591,17.6273,3.032,18.591,16.426,11.655,14.477,6.631,0.002,1.126,0.843,1.969,10.682,5.742000000000001,2.7260000000000004,0.043,-1.19,2.6,17.313,48.3485,2.728,17.313,15.344
C264,2004,alive,84.637,96.257,96.675,0.138,1.534,20.452,21.986,70.001,25.645,24.071,10.418,48.437,22.485,166.676,180.9526,27.105,166.676,144.69,92.826,100.193,82.27600000000002,0.0,1.337,12.067,13.404000000000002,54.169,22.421,18.803,8.488,64.16,19.167,136.445,105.4781,20.81900000000001,136.445,123.041,80.67,87.54,85.75299999999999,0.0,1.597,8.871,10.468,47.746,27.201,16.343,5.242999999999999,55.075,15.496,133.499,56.7578,18.202,133.499,123.031
C265,2012,alive,1.794,6.526,1.243,2.656,0.4320000000000001,-0.179,0.253,4.499,0.309,0.935,-0.395,-1.812,0.993,5.742000000000001,5.965,3.989,5.742000000000001,5.489,2.117,6.9979999999999976,1.159,2.7310000000000003,0.4320000000000001,-0.7020000000000001,-0.27,4.356,0.445,0.92,-0.581,-1.4169999999999998,0.774,5.515,3.1018,4.066,5.515,5.785,2.695,7.535,1.977,2.803,0.428,-1.136,-0.708,4.223,0.249,0.7340000000000001,-0.5589999999999999,-0.835,0.92,6.2,4.7243,4.021,6.2,6.908
C266,2009,alive,952.0,5092.7,2470.1,1990.8,184.3,423.8,608.1,1951.2,197.5,669.3,181.2,778.9,413.8,4421.3,3558.016,3162.4,4421.3,3813.2,906.1,5054.1,2751.3,1642.3,204.3,496.2,700.5,2185.9,238.5,1048.2,226.4,551.3,305.5,4937.2,2506.3160000000007,3223.1,4937.2,4236.7,922.1,5308.0,2451.8,1803.5,204.4,442.4,646.8,2027.7,287.7,902.6,212.1,769.7,330.6,4479.5,4268.292,3176.3,4479.5,3832.7
C267,2009,alive,124.695,192.273,250.583,18.823,7.3610000000000015,5.3420000000000005,12.703,49.382,37.397,60.602,-1.239,-20.157,57.124,299.965,129.0181,87.118,299.965,287.262,147.373,221.096,373.557,25.122,7.5310000000000015,24.359,31.89,73.14399999999998,53.458,80.372,15.314,-18.619,75.756,446.701,155.5485,113.261,446.701,414.811,175.825,246.217,344.171,29.605,7.251,28.81900000000001,36.07,73.74600000000002,60.42,117.967,21.118,-31.539,95.142,417.917,376.0627,155.175,417.917,381.847
C268,2013,failed,9.781,29.471,11.689,0.0,0.212,-7.903,-7.691,-7.691,0.0,2.883,-2.454,11.413,0.047,3.998,44.9393,6.8320000000000025,3.998,11.689,15.739,36.082,11.528,0.0,0.253,-6.051,-5.797999999999999,-5.797999999999999,0.0,4.3580000000000005,-2.877,17.596,3.56,5.73,74.2151,7.26,5.73,11.528,18.506,45.767,14.300999999999998,0.0,0.266,-2.853,-2.587,-2.587,0.0,4.006,-3.123,27.934,2.521,11.714,79.2498,6.607,11.714,14.300999999999998
C269,2011,alive,1.93,4.23,5.078,1.233,0.225,-1.4509999999999998,-1.226,2.17,0.688,1.249,2.753,-13.253,0.537,7.247999999999997,1.283,2.482,7.247999999999997,8.474,3.462,6.117000000000001,5.3729999999999976,1.142,0.267,-0.98,-0.713,2.8560000000000003,0.967,6.022,-1.234,-16.006,0.499,8.229,0.77,7.164,8.229,8.942,4.407,8.11,5.564,1.13,0.614,-1.337,-0.723,3.071,0.938,6.865,-5.303,-14.772,2.1630000000000003,8.635,1.6575,7.995,8.635,9.358
C270,2005,alive,2695.0,12010.0,2633.0,1852.0,256.0,1344.0,1600.0,1885.0,996.0,1165.0,836.0,1605.0,673.0,4518.0,8375.7661,6066.0,4518.0,2918.0,2574.0,10723.0,2348.0,1551.0,248.0,1429.0,1677.0,1930.0,834.0,1324.0,612.0,1078.0,601.0,4278.0,6919.5317,5654.0,4278.0,2601.0,1711.0,9006.0,1735.0,1409.0,265.0,251.0,516.0,739.0,746.0,880.0,137.0,442.0,435.0,2474.0,7442.9951,4729.0,2474.0,1958.0
C271,2002,alive,110.222,359.19699999999995,474.404,4.495,27.649,5.766,33.415,80.436,0.0,140.218,-13.039,0.514,85.45299999999997,554.84,47.6944,155.525,554.84,521.425,99.66,353.423,465.023,2.234,28.921,10.514,39.435,90.845,0.0,126.793,-3.907,9.708,74.669,555.868,243.9951,142.592,555.868,516.433,103.533,365.16,444.415,24.628,29.775,1.3090000000000002,31.084,86.508,0.0,118.715,-7.5379999999999985,13.911,80.61,530.923,96.2944,152.029,530.923,499.839
C272,2004,alive,0.141,0.871,0.754,0.203,0.016,-0.5870000000000001,-0.5710000000000001,0.642,0.006,0.917,-1.124,-7.636,0.0819999999999999,1.396,0.5945,1.132,1.396,1.967,0.8590000000000001,1.6740000000000002,0.897,0.201,0.018,-0.026,-0.008,1.207,0.012,0.684,0.096,-6.513,0.608,2.104,1.0193,0.885,2.104,2.112,0.7390000000000001,1.5619999999999998,1.131,0.208,0.022,-0.276,-0.254,1.111,0.017,0.711,-0.282,-6.608,0.5489999999999999,2.242,1.1015,0.919,2.242,2.496
C273,2008,alive,32.751999999999995,69.157,72.512,18.97,7.729,-20.81,-13.081,-1.473,10.744000000000002,63.988,-28.001,-76.558,14.345,71.039,6.0199,82.958,71.039,84.12,37.711,79.36,82.898,15.549,8.259,-18.455,-10.196,4.9460000000000015,11.055,49.883,-32.147,-48.557,13.742,87.844,24.0659,65.432,87.844,98.04,38.525,94.167,145.464,19.8,10.321,-2.347,7.974,27.68,12.009,28.858,-16.97,-16.410999999999998,14.152,173.144,40.1187,48.658,173.144,165.17
C274,2009,alive,826.302,1599.743,1132.6760000000004,602.434,62.5,314.215,376.715,443.852,137.07299999999998,206.209,152.63299999999995,-108.143,100.216,1576.5279999999998,3213.8818,1014.109,1576.5279999999998,1199.813,1392.464,2113.0170000000007,1967.052,330.0,53.7,788.7669999999997,842.467,913.203,197.091,465.18,641.0409999999998,327.996,130.39,2880.255,1655.8311,944.346,2880.255,2037.788,1029.91,1888.327,1752.476,330.0,72.5,431.534,504.034,596.005,131.525,517.686,201.896,-140.66899999999998,171.22799999999995,2348.481,4278.6751,1042.423,2348.481,1844.447
C275,2006,alive,316.328,436.881,221.43400000000003,0.0,14.045,33.49,47.535,236.93,25.287,114.652,24.621,129.965,71.679,458.364,595.9932,184.225,458.364,410.829,279.783,396.268,207.324,0.0,13.653,37.272,50.925,235.57,19.644,84.265,17.854,114.617,65.833,442.894,513.9865,175.937,442.894,391.969,304.472,406.966,187.403,0.0,10.004,50.976000000000006,60.98,229.49,16.055,82.99700000000001,27.054,135.379,66.344,416.893,715.3299,167.535,416.893,355.913
C276,2012,failed,393.228,618.441,812.033,105.0,15.299,-26.719,-11.42,260.291,244.333,172.331,-47.269,-96.613,125.739,1072.3239999999996,59.6875,563.643,1072.3239999999996,1083.744,371.006,614.496,819.9110000000003,77.0,17.180999999999994,-22.175,-4.994,287.753,228.155,139.154,-43.75,-16.8,107.974,1107.664,68.3191,482.215,1107.664,1112.658,427.432,676.413,859.953,77.0,19.195,-28.276,-9.081,299.981,249.691,141.069,-39.026,113.128,114.535,1159.934,282.8439,416.846,1159.934,1169.015
C277,2005,alive,528.768,620.594,276.596,0.318,8.422,43.612,52.034,300.2290000000001,23.467,194.026,114.439,890.37,164.1,576.825,1449.9691,201.732,576.825,524.7909999999998,553.898,650.54,266.801,0.8740000000000001,8.533,34.92,43.453,284.297,22.253,184.80900000000003,158.972,785.6210000000003,205.569,551.0980000000002,891.7331,201.278,551.0980000000002,507.645,469.825,572.443,265.851,0.0,8.206,17.32,25.526,260.152,15.443,179.495,22.288,621.0980000000002,150.92700000000005,526.003,863.9209,193.508,526.003,500.477
C278,2005,alive,173.079,443.338,165.641,63.369,13.04,36.625,49.665,147.85299999999995,52.931,42.807,25.09800000000001,107.617,75.164,313.494,986.7644,131.326,313.494,263.829,121.638,389.648,138.16899999999998,24.885,12.787,22.478,35.265,126.59,40.983,70.087,37.546,82.84200000000001,60.682,264.759,811.1604,114.642,264.759,229.49400000000003,93.476,284.935,93.727,57.635,5.08,24.351,29.431,70.72,27.164,41.456,14.86,44.81,45.567,164.447,763.4076,109.366,164.447,135.016
C279,2004,alive,208.701,512.823,771.188,4.055,49.75,-27.082,22.66800000000001,65.985,71.527,287.809,-273.628,-168.34599999999998,114.525,837.173,8.3411,621.4780000000002,837.173,814.505,175.967,686.684,617.076,279.248,50.25100000000001,24.434,74.685,114.091,77.411,154.57399999999996,-98.913,102.434,86.773,731.1669999999997,139.2259,524.547,731.1669999999997,656.482,180.408,764.0980000000003,694.5160000000003,278.536,50.253,39.993,90.246,120.416,65.456,137.705,9.003,197.875,86.779,814.932,107.0622,506.529,814.932,724.686
C280,2006,failed,122.148,172.94799999999995,209.654,0.0,5.8729999999999976,25.205,31.07800000000001,71.172,46.917,33.764,16.244,123.192,49.825,280.826,163.59,39.291,280.826,249.748,102.615,151.631,187.208,0.0,6.269,20.793000000000006,27.062,64.38,41.27,25.061,12.942,111.023,43.543,251.588,136.4585,31.128,251.588,224.526,91.911,141.882,162.51,0.0,6.526,10.443,16.969,50.524,32.286,24.051,6.658,102.318,39.03,213.034,123.5295,30.676,213.034,196.065
C281,2014,alive,1221.1,3989.5,720.7,1878.6,189.0,479.3,668.3,1337.4,71.4,544.8,247.9,211.4,530.2,2058.1,4171.951,2791.9,2058.1,1389.8,1776.0,4612.8,843.0,1366.3,231.6,576.7,808.3,1493.6,90.1,1508.5,272.7,95.9,577.9,2336.6,4849.866,3358.7,2336.6,1528.3,1263.3,4285.1,749.7,1846.4,240.3,534.8,775.1,1393.6,92.9,630.3,245.9,945.5,564.8,2143.3,3483.249000000001,3087.3,2143.3,1368.2
C282,2003,alive,221.504,784.2819999999997,717.557,261.56,21.963,60.37600000000001,82.339,190.458,116.426,193.884,17.525,228.56,73.02,908.015,376.7627,516.2909999999998,908.015,825.676,216.013,766.2639999999999,740.7180000000003,328.03,14.592,73.212,87.804,198.557,124.659,147.019,-46.029,201.185,43.909,939.275,377.846,530.295,939.275,851.471,469.224,1124.67,2613.332000000001,514.5409999999998,27.56,47.13,74.69,235.753,239.201,270.059,9.191,242.555,149.914,2849.085,399.8237,852.6,2849.085,2774.395
C283,2011,alive,70.585,111.915,52.782,0.0,5.3210000000000015,1.76,7.081,65.542,10.572,21.624,-1.194,-3.029,30.995,118.324,167.7297,21.747,118.324,111.243,64.94800000000001,106.609,48.622,0.0,4.164,4.556,8.72,59.05,10.31,16.512999999999998,3.042,-1.23,24.311,107.672,182.0019,17.958,107.672,98.952,71.514,97.79,40.17,0.0,3.4810000000000003,8.886000000000003,12.367,52.396,10.866,12.526,6.251,-2.651,21.112,92.566,224.2969,12.568,92.566,80.199
C284,2005,failed,5.3210000000000015,83.36399999999998,14.435,32.313,1.995,-1.777,0.218,18.338,0.0,18.405,-1.9,-49.352,1.879,32.773,15.852,53.81399999999999,32.773,32.555,9.025,50.81399999999999,13.6,4.382,0.74,5.747000000000001,6.487,19.362,0.0,8.468,-6.8,-46.99,0.223,32.962,12.2491,20.248,32.962,26.475,8.374,54.521,23.751,0.985,0.254,7.0760000000000005,7.33,7.33,1.079,7.723,5.234,-40.19,0.1939999999999999,31.081,2.063,16.935,31.081,23.751
C285,2013,alive,12.774,13.435,14.52,0.0,0.188,4.873,5.061,8.177999999999999,1.401,1.888,3.096,-44.834,0.7120000000000001,22.698,16.463,1.899,22.698,17.637,16.208,16.834,6.513999999999999,0.0,0.181,1.551,1.732,4.057,3.797,8.394,3.099,-47.93,2.0540000000000003,10.571,14.0,8.394,10.571,8.839,7.451,7.982,8.162,0.0,0.141,1.252,1.393,3.922,3.391,2.629,1.233,-51.029,0.789,12.084,7.7635,2.641,12.084,10.691
C286,2014,failed,11.685,13.684,10.118,0.0,0.349,-4.908,-4.559,3.659,2.136,6.46,-5.159,-44.987,1.925,13.777,19.0544,7.675,13.777,18.336,13.651,14.409,9.058,3.5,0.221,-2.254,-2.033,6.53,3.332,3.871,-2.7030000000000003,-40.121,2.679,15.588,27.1326,7.387,15.588,17.621,14.153,15.178,7.329,3.5,0.377,-3.533,-3.156,6.526,2.219,2.522,-3.785,-37.378,2.781,13.855,18.1455,6.125,13.855,17.011
C287,2003,failed,402.718,1673.797,1733.303,10.362,91.024,2.478,93.502,1734.259,71.90100000000002,976.809,-33.37,360.274,182.06,3467.562,476.5005,1412.089,3467.562,3374.06,349.895,1645.691,1734.494,528.771,95.177,96.769,191.946,1791.286,79.72800000000002,425.581,27.45,425.85,182.738,3525.78,581.5559,1319.934,3525.78,3333.834000000001,344.832,1602.942,1677.06,581.438,94.587,173.05700000000004,267.644,1855.363,80.139,386.389,69.789,423.477,197.083,3532.423,1187.2463,1301.712,3532.423,3264.7790000000005
C288,2007,alive,99.44,177.498,89.95200000000001,0.0,9.8,9.581,19.381,112.483,14.628,65.316,5.529,4.834,37.579,202.435,274.6271,65.316,202.435,183.054,87.69,168.565,81.085,0.0,8.7,1.51,10.21,115.26,13.751,65.381,-1.6969999999999998,1.557,37.935,196.345,248.6338,65.381,196.345,186.135,84.713,158.135,67.26899999999999,0.0,7.0,10.854,17.854,100.834,9.439,64.413,16.489,1.653,25.745,168.10299999999995,329.6879,64.413,168.10299999999995,150.249
C289,2004,alive,14.906,24.986,23.074,2.733,0.478,1.279,1.757,13.122,8.972999999999997,13.140999999999998,0.351,-2.322,5.447,36.196,11.9683,15.924,36.196,34.439,16.371,26.943,20.874,3.366,0.643,1.4280000000000002,2.071,12.173,10.234,14.747,1.197,-2.781,5.516,33.047,8.2151,18.521,33.047,30.976,16.315,25.782,20.242,4.039,1.017,1.943,2.96,12.371,9.665,15.19,1.673,-4.22,5.57,32.613,3.938,19.589,32.613,29.653
C290,2007,alive,189.674,205.208,273.155,0.0,3.2030000000000003,7.005,10.208,63.459,79.883,93.181,10.055,44.043,41.101000000000006,336.6140000000001,190.0346,104.053,336.6140000000001,326.406,147.30700000000004,167.41400000000004,178.8,0.0,4.542,-3.084,1.4580000000000002,50.754,42.593,68.03399999999999,-8.843,33.988,30.41800000000001,229.554,193.204,77.607,229.554,228.096,162.905,183.669,203.076,0.0,7.093999999999999,-20.254,-13.16,61.429,27.532,85.561,-22.753,33.295,28.853,264.505,128.6035,102.713,264.505,277.665
C291,2003,alive,315.818,591.977,233.977,8.889,25.795,-19.568,6.227,113.43,24.716,118.092,-44.77,199.982,115.92,347.407,570.0513,175.812,347.407,341.18,328.74,608.013,216.196,9.67,24.053,-3.882,20.171,119.175,34.847,114.168,4.792,230.181,125.145,335.371,400.254,169.86,335.371,315.2,378.791,633.313,305.341,10.126,35.939,-0.805,35.134,161.391,32.813,158.326,44.701,217.321,140.346,466.732,524.8343,209.96,466.732,431.598
